"MBSD_104.counts","MBSD_106.counts","MBSD_110.counts","MBSD_114.counts","MBSD_119.counts","MBSD_123.counts","MBSD_156.counts","MBSD_158.counts","MBSD_162.counts","MBSD_166.counts","MBSD_168.counts","MBSD_173.counts","X177_coldM_geno1","X182_coldM_geno1","X187_coldM_geno1","X192_coldM_geno1","X194_coldM_geno1","X198_coldM_geno1","X177_coldM_geno2","X182_coldM_geno2","X187_coldM_geno2","X192_coldM_geno2","X194_coldM_geno2","X198_coldM_geno2"
960.967116055586,398.283939390136,820.867735937755,546.660184234875,526.846164045807,513.565056902877,575.934859382945,692.647795344632,790.865076391794,853.324350194405,724.789518558267,744.994824058022,39.3808698128715,42.6864979013807,34.5319881899587,55.1903964282064,54.4370207070078,29.8576244614811,44.4786478279618,48.861346386454,38.9859052104829,63.6136933333956,62.5501743686597,33.8633730077542
6053.39360561665,2508.89901604562,5170.8694509534,3443.56139601888,3318.74748604204,3235.08617473254,2647.49050552453,3184.00324615203,3635.49409588006,3922.61048010368,3331.75416911312,3424.6350802098,238.992767908689,259.053807959442,209.566103494518,334.93687841409,330.364827320754,181.198545058424,212.228426396308,233.140330508947,186.019983036781,303.530675789038,298.45612952132,161.577986671368
1578.30784930008,654.147948755871,1348.20637378896,897.843480034149,865.300614551969,843.487510543663,447.869749679451,538.630349705501,615.007996170447,663.578800433114,563.62502626559,579.337471812066,46.1337798405443,50.0062468326309,40.4534269603953,64.6542752922903,63.7717130273088,34.9775177646637,48.4930383316444,53.2712944066728,42.5045519161961,69.3551045248848,68.1955983698675,36.9196890079796
18340.3438163813,7601.36768773193,15666.5053916393,10433.1725426222,10055.0160619469,9801.5421738254,8346.23156692708,10037.5915784323,11460.9195089066,12366.0558349439,10503.3773535605,10796.1850484483,682.924790322575,740.249460396056,598.837732790281,957.086272793129,944.021580243714,517.777083690077,709.38175274904,779.280603928581,621.779013554775,1014.56306518642,997.601197321094,540.080692001918
123.320897594232,51.1117727988072,105.341945952845,70.1528943837171,67.6101614287169,65.9057971205665,62.3083135090683,74.9350647570411,85.5608378627905,92.3180812389102,78.4123617709127,80.598300838699,4.51206157315046,4.89080377829125,3.95650115644404,6.32343744853646,6.23711945561457,3.42093612046562,5.38967582158698,5.92074692216032,4.72409573933872,7.70835449420546,7.57948316537804,4.10337570159982
1002.94859883898,415.683650644608,856.728739033435,570.541964089136,549.86233473037,536.001019834697,579.98279265019,697.516040437946,796.423637399994,859.321903509034,729.883670364022,750.230987980207,40.226095146375,43.6026714038004,35.2731427498526,56.3749391122275,55.6053938079742,30.4984538975244,45.7657829236778,50.2753091939836,40.1140898403026,65.4545635319284,64.3602681688235,34.8433204204137
379.364733822612,157.232103084597,324.057155489162,215.807171565783,207.985113589611,202.742079159018,204.489827833755,245.929597960446,280.802352343038,302.978968219704,257.341748725688,264.515788247102,14.9711037145016,16.2277773529916,13.1277439811866,20.981282356061,20.6948776597796,11.350729290783,16.3994708137079,18.0153908248844,14.3742727323507,23.4546452762747,23.0625212106,12.4855728403068
2140.50090161935,887.155363717753,1828.43731021423,1217.65521180068,1173.52058183177,1143.93765298959,1198.94370599028,1441.90909990451,1646.37144319302,1776.39509428196,1508.81964737156,1550.88173731433,78.4807775651184,85.0684498019186,68.8176085722631,109.987038031269,108.48566153351,59.5022302737065,103.491789868134,113.689341736735,90.7114156317909,148.014728520073,145.540159561841,78.7924376006224
494.85050800324,205.096518334286,422.706260542604,281.502941520139,271.299701687758,264.460588770449,219.496145901433,263.976939524306,301.408802346202,325.212830965278,276.226561600633,283.927062120273,14.3143286525645,15.5158726277716,12.5518362170859,20.0608436708642,19.7870034097591,10.8527782996504,24.0151289624595,26.381456992324,21.0494605179834,34.3466162705479,33.7723959122551,18.2836778903571
1249.40188950444,517.829068361715,1067.25160848744,710.740519304504,684.979310778958,667.711872505734,557.835920830358,670.881115168408,766.011886507894,826.508357503597,702.012774372302,721.583121635516,43.6410400128085,47.304266558174,38.2676128150744,61.1608202228912,60.3259453166299,33.0875826258418,50.5438746086179,55.5242096054147,44.3021269909951,72.2882258397457,71.0796825988313,38.4810726654506
