"x"
-110.143629783488
-181.348554866232
-131.320984793884
-212.406042989023
-93.1749957574234
-123.78761607853
-98.3616869041306
-150.491561496907
-115.615261130502
-123.611301140491
-209.073077564676
-139.139739307569
-110.103144394484
-135.266781477549
-111.987924974939
-129.320471851428
-166.014686610162
-105.118602422467
-175.752938126675
-142.893627716561
-111.544443519706
-169.749600150921
-135.741164042479
-115.162917842574
-90.2422151352403
-101.531372918861
-130.409827805861
-116.755838991461
-149.756258194723
-201.326874515146
-146.236370663121
-152.703475215597
-160.459893866209
-162.038235919264
-126.632315309857
-120.399786938442
-97.4634679278997
-137.492232718303
-106.229976502069
-139.92016544813
-165.543500398914
-124.093941737027
-105.348247724104
-118.495510812622
-105.374702347566
-123.57084607005
-135.629389943101
-106.598067524853
-104.932447266028
-144.101025613689
-112.833607262781
-151.453636417865
-109.580962897074
-143.192401459735
-120.418476949872
-147.912584724909
-118.379653158869
-117.997999835028
-186.112268791232
-186.908771782712
-126.012030611309
-135.182217759649
-149.280891562131
-147.961422433096
-128.567385343995
-111.438645159207
-109.63361905845
-146.532754561521
-139.416334141306
-134.933855386144
-158.469995606884
-143.171746268286
-174.635068982077
-163.578715668786
-123.648488564258
-118.100607092588
-132.936274569311
-149.633323225773
-164.725064375002
-184.4975064897
-177.008031457423
-115.521232168805
-141.333626898009
-155.496783269488
-94.371280534516
-132.524384204108
-151.460870083137
-152.017465234195
-151.237402637733
-140.830148809515
-184.810039881792
-122.54568208916
-132.598434027047
-145.403426295758
-151.575041164659
-100.002631765375
-128.090795452073
-129.048701321241
-123.188390163534
-142.885349072838
-91.6731339456998
-142.660268799949
-131.874137176088
-119.922192376995
-153.430909693928
-135.088781820683
-137.48522898687
-87.6231345986258
-216.663512190496
-134.755595117942
-166.23116634005
-140.403200214458
-170.601165882996
-125.080977103537
-102.856644359904
-175.666010526791
-173.432196759912
-117.851453664647
-126.30488749135
-121.823437705496
-135.639698541112
-129.04816716896
-107.049485189438
-118.86875073799
-147.774398057601
-149.343452619153
-133.930834092084
-100.947960393215
-143.719405665542
-172.790068073808
-136.882426043537
-142.921667560324
-142.861356764107
-73.3001459522109
-131.447492740822
-147.825861703194
-128.081358639502
-88.7628575805694
-114.805640880454
-140.899172867702
-145.054053250108
-118.378416546619
-106.605190935229
-97.9219587639813
-94.6354816910176
-92.7020624361576
-146.925237994778
-172.573011484084
-131.52073692518
-104.018229412802
-134.351049970683
-107.848445477212
-97.1825921321097
-134.354029782134
-145.433197246853
-189.446834831417
-68.9220852218397
-131.947059406466
-120.478902767822
-97.2764308744123
-79.138622653049
-117.098577405712
-140.213473948687
-161.145687674593
-178.288739423277
-170.498892414397
-100.401895471369
-113.685780142681
-165.486190511126
-85.7948909135564
-143.844602465355
-110.88925811136
-161.927246071798
-99.7731842085342
-83.6438060517252
-116.880826657578
-154.742492150263
-123.173277269476
-79.7647640331864
-143.501194702911
-240.988736022366
-177.47994281442
-158.600679963066
-184.862062087945
-135.557794699004
-238.760010505108
-136.969758482411
-139.877953076614
-154.168486643264
-102.121395272615
-138.334400948786
-134.645969772145
-183.315354438169
-141.202153033339
-103.226570569543
-130.928039898603
-139.506679579855
-157.516259263949
-141.79350525019
-151.430888621463
-125.250750750132
-157.228592143516
-129.452459616159
-150.623786340344
-119.963765057233
-103.496208809441
-145.825819050165
-146.160517691601
-139.067939090719
-139.490490960048
-134.831488899702
-173.904984228559
-92.0228075827718
-176.943551708128
-98.025778329407
-116.421554364045
-96.4715483369107
-103.456777431785
-118.954282373449
-111.621403714466
-110.325763360898
-145.871512601457
-150.710269732571
-125.786837498284
-160.838039043431
-126.936561663145
-107.828140537794
-147.411401546607
-139.455302474678
-133.795412818379
-103.078451191499
-84.0064365086235
-183.03627773935
-126.127361862657
-156.124465091511
-146.441767650125
-90.1226402547206
-121.390532351944
-137.552797089086
-144.811683431035
-182.34232336072
-158.937041293149
-141.763901534002
-132.813720870827
-143.257356789777
-128.190596474785
-97.2107427719474
-127.985003151424
-85.9748283851463
-220.196496257443
-183.290836153055
-66.0328730754071
-110.319020027411
-144.992013518322
-135.003744138166
-129.890248721565
-164.570513420978
-103.263253908248
-67.8184632197583
-151.126506940742
-141.70829497398
-161.545919651947
-193.749787308646
-92.9980004528329
-144.505040082276
-140.785739696895
-132.237217861549
-152.910657341666
-155.47993347065
-63.1520009307311
-130.133863193081
-154.303048278477
-238.36954018885
-151.535450116104
-122.528436782301
-141.348685686757
-129.552290626779
-154.532225614528
-126.879119178643
-175.31953787568
-140.724490191399
-137.384217429811
-186.357848670034
-93.8221982607606
-96.1075519246668
-129.491264416689
-98.2621072121433
-179.849595058094
-111.09295896874
-112.142262238718
-110.086507532336
-129.103494080655
-112.512518612798
-143.261148583018
-106.173543459237
-208.082599413347
-102.890240110431
-208.134668019321
-112.739048174422
-138.375808606039
-135.500419562095
-170.722708897265
-152.372970217697
-178.261148983154
-95.5066233854277
