"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
986.531717686198,404.433700860986,841.630801619398,559.850887370328,536.790341756635,523.675814302996,590.20222045769,710.513886536721,797.141807001144,871.652885658527,742.886231052387,765.018802669367,39.2461982006966,42.8804224788167,34.2268768799747,54.7746707232742,54.0938594935391,29.5906284812077,44.4731710454557,49.3399787392435,38.9005936588106,63.3592156727069,62.3659428715077,33.9138703007507
6195.98656522253,2540.07624096986,5285.92547631601,3516.18555641599,3371.35206728676,3288.98529239728,2704.64791747429,3255.98555367663,3652.96478648524,3994.41764236093,3404.33435878644,3505.75860230385,238.119246615612,260.169248572814,207.665417551711,332.335459846216,328.204760197732,179.53581452133,210.965045426455,234.051465442522,184.530702790657,300.55378328915,295.842047276179,160.875445136846
1608.07585952486,659.238886569403,1371.88308338527,912.573494368037,874.984123398977,853.607056013109,455.785254261981,548.696262411001,615.594907293165,673.136288457156,573.695892647375,590.787830685314,45.7997767163248,50.0408667608629,39.9422973604652,63.9212918409927,63.1267944441141,34.5318588670578,47.9719353879332,53.2216214063477,41.9609558231264,68.3437706156507,67.2723557036576,36.5819202134136
18801.9354550395,7707.94917498007,16040.3236158846,10669.986641151,10230.4844108491,9980.53958466046,8522.95090006139,10260.3391835229,11511.3095918012,12587.3039593165,10727.819469539,11047.4299600542,680.422167400753,743.429716501267,593.400808683113,949.643580292863,937.840168146845,513.020890914637,705.988924332493,783.247016074109,617.527098416459,1005.79525740599,990.0275579143,538.365406620249
126.777711623215,51.9731684032617,108.156712194893,71.9455979758102,68.9821218409084,67.2967935845683,63.9117389201653,76.940032486276,86.3207851232714,94.3894308191782,80.4455645890093,82.842253536942,4.51983804947273,4.93837808457537,3.94178156176111,6.30819422600787,6.22978773973042,3.40784215156922,5.37383671765529,5.96190879049924,4.70048421617253,7.65589841200731,7.53587805536853,4.09792234679419
1013.8609402777,415.637454816568,864.945931893432,575.360058788433,551.660682437868,538.182852078161,585.290943614839,704.601454701468,790.508514272837,864.399560469376,736.704417739976,758.652816572294,39.5382693622609,43.1995396258512,34.4815941301892,55.1823051550386,54.4964273115729,29.8108426580747,44.9900357338128,49.9134051924312,39.3526941667285,64.0955729077184,63.0907563459827,34.3080153907436
386.842162626908,158.587914281366,330.023124036472,219.530628500097,210.488049152035,205.345536173441,208.125933347947,250.55203228049,281.100065099933,307.375275956145,261.96765252631,269.772370918596,14.8672243629845,16.2439393113195,12.9658076743291,20.7497122367655,20.4918076812835,11.2095064704643,16.2335649658572,18.0100436161582,14.1994667689711,23.1273354166128,22.7647716918312,12.3792165889899
2171.78442926184,890.334085009134,1852.79463130813,1232.47475788311,1181.70848955515,1152.83772340508,1213.53242384157,1460.90883601447,1639.02709218102,1792.2315477929,1527.47058102971,1572.97802296948,77.5016467847004,84.6783512618807,67.5897142681235,108.166583714295,106.822147975981,58.4342571211687,101.93914034049,113.094589363905,89.1659619292891,145.228771110609,142.952041723033,77.7356483202841
504.106320031977,206.660952692041,430.063624538094,286.077340990941,274.293668374197,267.592296228638,223.444489286197,268.993248423961,301.789687974947,329.9988158631,281.249085044993,289.628248982586,14.2464419339569,15.5656720129686,12.4244190878748,19.8833059426603,19.6361702174926,10.7414524151115,23.7011367520418,26.2948100158272,20.7313368570171,33.7660976238028,33.2367516396983,18.0737568042437
1279.69079424873,524.615756997255,1091.73092935579,726.216921236057,696.303673234859,679.292015370775,570.165066231004,686.392194290803,770.079127848506,842.060582043452,717.665509292082,739.046688021081,43.5663901196827,47.600667067308,37.9945456909214,60.8042251940972,60.0484707773045,32.8479425626507,50.2039481378725,55.6978887612248,43.9132929060371,71.5236333032719,70.4023681668777,38.2839843822514
